t,MV,PV,DV
2.760000000000000000e+02,5.000000000000000000e+01,5.496200000000000330e+01,7.000000000000000000e+01
2.770000000000000000e+02,5.000000000000000000e+01,5.512299999999999756e+01,7.000000000000000000e+01
2.780000000000000000e+02,5.000000000000000000e+01,5.531600000000000250e+01,7.000000000000000000e+01
2.790000000000000000e+02,5.000000000000000000e+01,5.541299999999999670e+01,7.000000000000000000e+01
2.800000000000000000e+02,5.000000000000000000e+01,5.534899999999999665e+01,7.000000000000000000e+01
2.810000000000000000e+02,5.000000000000000000e+01,5.518800000000000239e+01,7.000000000000000000e+01
2.820000000000000000e+02,5.000000000000000000e+01,5.528399999999999892e+01,7.000000000000000000e+01
2.830000000000000000e+02,5.000000000000000000e+01,5.550999999999999801e+01,7.000000000000000000e+01
2.840000000000000000e+02,5.000000000000000000e+01,5.563900000000000290e+01,7.000000000000000000e+01
2.850000000000000000e+02,5.000000000000000000e+01,5.538100000000000023e+01,7.000000000000000000e+01
2.860000000000000000e+02,5.000000000000000000e+01,5.534899999999999665e+01,7.000000000000000000e+01
2.870000000000000000e+02,5.000000000000000000e+01,5.550999999999999801e+01,7.000000000000000000e+01
2.880000000000000000e+02,5.000000000000000000e+01,5.570300000000000296e+01,7.000000000000000000e+01
2.890000000000000000e+02,5.000000000000000000e+01,5.602499999999999858e+01,7.000000000000000000e+01
